,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
10,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Nominated for 1 Oscar. Another 6 wins & 45 nominations.,"$187,747,747.00","New Zealand, USA",24 Mar 2015,Peter Jackson,"Adventure, Fantasy",English,59,Bilbo and Company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,https://images-na.ssl-images-amazon.com/images/M/MV5BODAzMDgxMDc1MF5BMl5BanBnXkFtZTgwMTI0OTAzMjE@._V1_SX300.jpg,Warner Bros.,PG-13,17 Dec 2014,True,144 min,The Hobbit: The Battle of the Five Armies,movie,http://www.thehobbit.com/,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",2014,tt2310332,7.4,"375,648",rotten,232
11,"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour",1 win & 6 nominations.,"$85,212,969.00",USA,30 Dec 2014,Antoine Fuqua,"Action, Crime, Thriller","English, Russian, Spanish",57,"A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life. But when he meets a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by - he has to help her.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MzE2NTk0NF5BMl5BanBnXkFtZTgwOTM3NTk1MjE@._V1_SX300.jpg,Sony Pictures,R,26 Sep 2014,True,132 min,The Equalizer,movie,http://www.equalizerthemovie.com/,"Richard Wenk, Michael Sloan (television series), Richard Lindheim (television series)",2014,tt0455944,7.2,"243,278",fresh,181
12,"Adrian Quinton, Colin Firth, Mark Strong, Jonno Davies",6 wins & 21 nominations.,"$119,469,511.00","UK, USA",09 Jun 2015,Matthew Vaughn,"Action, Adventure, Comedy","English, Arabic, Swedish",58,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SX300.jpg,20th Century Fox,R,13 Feb 2015,True,129 min,Kingsman: The Secret Service,movie,http://www.KingsmanMovie.com,"Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book ""The Secret Service""), Dave Gibbons (comic book ""The Secret Service"")",2014,tt2802144,7.7,"426,156",fresh,224
13,"Shailene Woodley, Theo James, Ashley Judd, Jai Courtney",7 wins & 11 nominations.,"$129,520,735.00",USA,04 Aug 2014,Neil Burger,"Adventure, Mystery, Sci-Fi","English, Spanish",48,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg,Lionsgate Films/Summit Entertainment,PG-13,21 Mar 2014,True,139 min,Divergent,movie,http://www.facebook.com/DivergentMovie,"Evan Daugherty (screenplay), Vanessa Taylor (screenplay), Veronica Roth (novel)",2014,tt1840309,6.7,"356,759",rotten,203
14,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller",Won 1 Oscar. Another 13 wins & 53 nominations.,N/A,USA,24 Feb 2015,"Don Hall, Chris Williams","Animation, Action, Adventure",English,74,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",https://images-na.ssl-images-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg,Walt Disney Pictures,PG,07 Nov 2014,True,102 min,Big Hero 6,movie,http://www.disney.com/BigHero6,"Jordan Roberts (screenplay), Robert L. Baird (screenplay), Daniel Gerson (screenplay), Man of Action (Big Hero 6 team and characters created by), Steven T. Seagle (characters), Duncan Rouleau (characters), Joe Kelly (characters), Joe Casey (characters)",2014,tt2245084,7.9,"300,379",certified,197
15,"Alicia Vikander, Taron Egerton, Colin Morgan, Dominic West",5 wins & 5 nominations.,N/A,"UK, Denmark",20 Oct 2015,James Kent,"Biography, Drama, History",English,76,"A British woman recalls coming of age during World War I - a story of young love, the futility of war, and how to make sense of the darkest times.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyOTI3OTgwMTdeQTJeQWpwZ15BbWU4MDAwNzM2NDUx._V1_SX300.jpg,Sony Pictures Classics,PG-13,16 Jan 2015,True,129 min,Testament of Youth,movie,http://sonyclassics.com/testamentofyouth/,"Vera Brittain (autobiography), Juliette Towhidi (screenplay)",2014,tt1441953,7.3,"16,987",certified,116
16,"Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry",Won 1 Oscar. Another 24 wins & 119 nominations.,"$35,887,263.00","UK, Japan",17 Feb 2015,James Marsh,"Biography, Drama, Romance","English, French, Latin, Italian",72,A look at the relationship between the famous physicist Stephen Hawking and his wife.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_SX300.jpg,Focus Features,PG-13,26 Nov 2014,True,123 min,The Theory of Everything,movie,http://www.focusfeatures.com/the_theory_of_everything,"Anthony McCarten (screenplay), Jane Hawking (book)",2014,tt2980516,7.7,"289,553",certified,232
17,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody",Won 4 Oscars. Another 122 wins & 216 nominations.,"$56,939,515.00","USA, Germany, UK",17 Jun 2014,Wes Anderson,"Adventure, Comedy, Drama","English, French",88,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_SX300.jpg,Fox Searchlight,R,28 Mar 2014,True,99 min,The Grand Budapest Hotel,movie,http://www.grandbudapesthotel.com/,"Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay), Wes Anderson (story), Hugo Guinness (story)",2014,tt2278388,8.1,"510,263",certified,265
18,"Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe",Won 4 Oscars. Another 188 wins & 271 nominations.,N/A,USA,17 Feb 2015,Alejandro G. Iñárritu,"Comedy, Drama, Romance",English,88,"Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",https://images-na.ssl-images-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg,Fox Searchlight,R,14 Nov 2014,True,119 min,Birdman or (The Unexpected Virtue of Ignorance),movie,http://www.birdmanthemovie.com/,"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo, Raymond Carver (play)",2014,tt2562232,7.8,"427,842",certified,283
19,"Bailey Spry, Carollette Phillips, Loren Bass, Keir Gilchrist",21 wins & 32 nominations.,"$10,705,259.00",USA,14 Jul 2015,David Robert Mitchell,"Horror, Mystery",English,83,A young woman is followed by an unknown supernatural force after a sexual encounter.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMDEzNDI1MF5BMl5BanBnXkFtZTgwNzAyODU5MzE@._V1_SX300.jpg,Radius-TWC,R,27 Mar 2015,True,100 min,It Follows,movie,http://www.itfollowsfilm.com/,David Robert Mitchell,2014,tt3235888,6.9,"130,410",certified,219
20,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton",11 wins & 34 nominations.,"$77,121,429.00","USA, Canada",07 Oct 2014,Doug Liman,"Action, Adventure, Sci-Fi",English,71,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,06 Jun 2014,True,113 min,Edge of Tomorrow,movie,http://www.edgeoftomorrowmovie.com,"Christopher McQuarrie (screenplay), Jez Butterworth (screenplay), John-Henry Butterworth (screenplay), Hiroshi Sakurazaka (novel)",2014,tt1631867,7.9,"459,882",certified,288
21,"Dan Stevens, Maika Monroe, Brendan Meyer, Sheila Kelley",3 wins & 11 nominations.,"$642,285.00","USA, UK",06 Jan 2015,Adam Wingard,"Action, Crime, Mystery",English,76,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTQyODc5MTAwM15BMl5BanBnXkFtZTgwNjMwMjA1MjE@._V1_SX300.jpg,Picturehouse Films,R,05 Sep 2014,True,100 min,The Guest,movie,http://theguestmovie.com/,Simon Barrett,2014,tt2980592,6.7,"68,809",certified,100
22,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan",3 wins & 29 nominations.,"$183,277,573.00",USA,19 Aug 2014,Marc Webb,"Action, Adventure, Sci-Fi",English,53,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_SX300.jpg,Sony Pictures,PG-13,02 May 2014,True,142 min,The Amazing Spider-Man 2,movie,http://www.theamazingspiderman.com/site/,"Alex Kurtzman (screenplay), Roberto Orci (screenplay), Jeff Pinkner (screenplay), Alex Kurtzman (screen story), Roberto Orci (screen story), Jeff Pinkner (screen story), James Vanderbilt (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)",2014,tt1872181,6.7,"333,602",rotten,278
23,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt",Nominated for 3 Oscars. Another 11 wins & 70 nominations.,"$89,789,227.00","USA, UK, Canada",24 Mar 2015,Rob Marshall,"Adventure, Comedy, Drama",English,69,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_SX300.jpg,Walt Disney Pictures,PG,25 Dec 2014,True,125 min,Into the Woods,movie,http://movies.disney.com/into-the-woods/,"James Lapine (screenplay), Stephen Sondheim (musical), James Lapine (musical)",2014,tt2180411,6.0,"107,706",fresh,196
24,"Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger",1 win & 4 nominations.,"$34,742,878.00","USA, France, Bulgaria",25 Nov 2014,Patrick Hughes,"Action, Adventure, Thriller","English, Spanish, Romanian",35,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",https://images-na.ssl-images-amazon.com/images/M/MV5BODU5ODMyMzg2MV5BMl5BanBnXkFtZTgwMTA2MTcxMjE@._V1_SX300.jpg,Lionsgate Pictures,PG-13,15 Aug 2014,True,126 min,The Expendables 3,movie,http://theexpendables3film.com/hq,"Sylvester Stallone (screenplay), Creighton Rothenberger (screenplay), Katrin Benedikt (screenplay), Sylvester Stallone (story), Dave Callaham (characters)",2014,tt2333784,6.1,"134,703",rotten,158
25,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz",5 wins & 23 nominations.,"$206,755,538.00","USA, China",30 Sep 2014,Michael Bay,"Action, Adventure, Sci-Fi",English,32,"Autobots must escape sight from a bounty hunter who has taken control of the human serendipity: Unexpectedly, Optimus Prime and his remaining gang turn to a mechanic, his daughter, and her back street racing boyfriend for help.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNTg1MTA5Nl5BMl5BanBnXkFtZTgwOTg2OTM4MTE@._V1_SX300.jpg,Paramount Pictures,PG-13,27 Jun 2014,True,165 min,Transformers: Age of Extinction,movie,http://TransformersMovie.com,Ehren Kruger,2014,tt2109248,5.7,"251,855",rotten,184
26,"Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton",Nominated for 1 Oscar. Another 42 wins & 118 nominations.,N/A,USA,10 Feb 2015,Dan Gilroy,"Crime, Drama, Thriller",English,76,"When Louis Bloom, a driven man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5NjkzMjE5MV5BMl5BanBnXkFtZTgwNTMzNTk4MjE@._V1_SX300.jpg,Open Road Films,R,31 Oct 2014,True,117 min,Nightcrawler,movie,http://nightcrawlerfilm.com/,Dan Gilroy,2014,tt2872718,7.9,"322,395",certified,232
27,"Aaron Taylor-Johnson, CJ Adams, Ken Watanabe, Bryan Cranston",5 wins & 28 nominations.,"$172,962,996.00","USA, Japan",16 Sep 2014,Gareth Edwards,"Action, Adventure, Sci-Fi","English, Japanese",62,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",https://images-na.ssl-images-amazon.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros Pictures,PG-13,16 May 2014,True,123 min,Godzilla,movie,http://godzillamovie.com,"Max Borenstein (screenplay), Dave Callaham (story)",2014,tt0831387,6.5,"309,726",certified,287
28,"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper",4 wins & 10 nominations.,"$98,537,272.00","USA, UK",16 Dec 2014,Wes Ball,"Action, Mystery, Sci-Fi",English,57,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_SX300.jpg,20th Century Fox,PG-13,19 Sep 2014,True,113 min,The Maze Runner,movie,http://themazerunnermovie.com/,"Noah Oppenheim (screenplay), Grant Pierce Myers (screenplay), T.S. Nowlin (screenplay), James Dashner (novel)",2014,tt1790864,6.8,"328,115",fresh,150
29,"Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",Nominated for 1 Oscar. Another 5 wins & 49 nominations.,"$228,636,083.00",USA,09 Sep 2014,"Anthony Russo, Joe Russo","Action, Adventure, Sci-Fi","English, French",70,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_SX300.jpg,Walt Disney Pictures,PG-13,04 Apr 2014,True,136 min,Captain America: The Winter Soldier,movie,http://marvel.com/captainamerica,"Christopher Markus (screenplay), Stephen McFeely (screenplay), Joe Simon (based on the Marvel comic by), Jack Kirby (based on the Marvel comic by)",2014,tt1843866,7.8,"527,499",certified,264
30,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell",Nominated for 1 Oscar. Another 15 wins & 46 nominations.,"$183,278,877.00",USA,02 Dec 2014,Matt Reeves,"Action, Adventure, Drama","English, American Sign Language",79,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_SX300.jpg,20th Century Fox,PG-13,11 Jul 2014,True,130 min,Dawn of the Planet of the Apes,movie,http://www.apes2014.com/,"Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (characters), Amanda Silver (characters), Pierre Boulle (novel)",2014,tt2103281,7.6,"330,569",certified,281
31,"Bradley Cooper, Kyle Gallner, Cole Konis, Ben Reed",Won 1 Oscar. Another 18 wins & 38 nominations.,"$274,377,268.00",USA,19 May 2015,Clint Eastwood,"Action, Biography, Drama","English, Arabic",72,"Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_SX300.jpg,Warner Bros.,R,16 Jan 2015,True,133 min,American Sniper,movie,http://www.americansnipermovie.com,"Jason Hall, Chris Kyle (book), Scott McEwen (book), Jim DeFelice (book)",2014,tt2179136,7.3,"344,531",certified,255
32,"Jonah Hill, Channing Tatum, Peter Stormare, Wyatt Russell",7 wins & 22 nominations.,"$154,295,930.00",USA,18 Nov 2014,"Phil Lord, Christopher Miller","Action, Comedy, Crime",English,71,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,Sony Pictures,R,13 Jun 2014,True,112 min,22 Jump Street,movie,http://www.22jumpstreetmovie.com/site/,"Michael Bacall (screenplay), Oren Uziel (screenplay), Rodney Rothman (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series ""21 Jump Street""), Stephen J. Cannell (television series ""21 Jump Street"")",2014,tt2294449,7.1,"273,994",certified,200
33,"Bill Murray, Melissa McCarthy, Naomi Watts, Chris O'Dowd",Nominated for 2 Golden Globes. Another 6 wins & 18 nominations.,"$33,454,313.00",USA,17 Feb 2015,Theodore Melfi,"Comedy, Drama","English, Spanish",64,"A young boy whose parents have just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic war veteran who lives next door.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NzI5OTA4MF5BMl5BanBnXkFtZTgwNjc4NTM3MjE@._V1_SX300.jpg,The Weinstein Company,PG-13,24 Oct 2014,True,102 min,St. Vincent,movie,http://stvincentfilm.com/,Theodore Melfi (screenplay),2014,tt2170593,7.3,"78,590",certified,172
34,"Reese Witherspoon, Laura Dern, Thomas Sadoski, Keene McRae",Nominated for 2 Oscars. Another 11 wins & 63 nominations.,"$24,673,716.00",USA,31 Mar 2015,Jean-Marc Vallée,"Adventure, Biography, Drama",English,76,"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNzI2MDc1Ml5BMl5BanBnXkFtZTgwOTU5NTYxMjE@._V1_SX300.jpg,20th Century Fox,R,19 Dec 2014,True,115 min,Wild,movie,http://www.foxsearchlight.com/wild/,"Nick Hornby (screenplay), Cheryl Strayed (memoir ""Wild: From Lost to Found on the Pacific Crest Trail"")",2014,tt2305051,7.1,"93,121",certified,243
35,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",21 wins & 12 nominations.,N/A,USA,16 Sep 2014,Josh Boone,"Drama, Romance",English,69,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NzkxNzc5Ml5BMl5BanBnXkFtZTgwNzQ3OTMxMTE@._V1_SX300.jpg,20th Century Fox,PG-13,06 Jun 2014,True,126 min,The Fault in Our Stars,movie,http://www.facebook.com/faultinourstarsmovie,"Scott Neustadter (screenplay), Michael H. Weber (screenplay), John Green (book)",2014,tt2582846,7.8,"265,891",certified,202
