,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
10,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse",Nominated for 1 Oscar. Another 2 wins & 16 nominations.,"$152,746,952.00",USA,07 Feb 2017,"Walt Dohrn, Mike Mitchell","Animation, Adventure, Comedy",English,56,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNDc3OTcxMV5BMl5BanBnXkFtZTgwODk2NjAzOTE@._V1_SX300.jpg,DreamWorks Animation,PG,04 Nov 2016,True,92 min,Trolls,movie,http://www.dreamworks.com/trolls/,"Jonathan Aibel (screenplay), Glenn Berger (screenplay), Erica Rivinoja (story by), Thomas Dam (based on the Good Luck Trolls created by)",2016,tt1679335,6.5,"20,467",certified,134
11,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner",Nominated for 3 Oscars. Another 27 wins & 64 nominations.,"$131,454,920.00",USA,N/A,Theodore Melfi,"Biography, Drama, History",English,74,The story of a team of African-American women mathematicians who served a vital role in NASA during the early years of the US space program.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxOTkxODUyN15BMl5BanBnXkFtZTgwNTU3NTM3OTE@._V1_SX300.jpg,20th Century Fox,PG,06 Jan 2017,True,127 min,Hidden Figures,movie,http://HiddenFiguresMovie.com,"Allison Schroeder (screenplay), Theodore Melfi (screenplay), Margot Lee Shetterly (based on the book by)",2016,tt4846340,7.9,"45,186",certified,186
12,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",Nominated for 1 Oscar. Another 5 wins & 37 nominations.,"$231,639,787.00",USA,N/A,Scott Derrickson,"Action, Adventure, Fantasy",English,72,A former neurosurgeon embarks on a journey of healing only to be drawn into the world of the mystic arts.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTA2NTg0MjM0OV5BMl5BanBnXkFtZTgwNTEyMDExMTI@._V1_SX300.jpg,Walt Disney Pictures,PG-13,04 Nov 2016,True,115 min,Doctor Strange,movie,http://marvel.com/doctorstrange,"Jon Spaihts, Scott Derrickson, C. Robert Cargill, Stan Lee (based on the Marvel comics by), Steve Ditko (based on the Marvel comics by)",2016,tt1211837,7.8,"185,936",certified,286
13,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne",Nominated for 2 Oscars. Another 1 nomination.,"$96,203,443.00",USA,N/A,Morten Tyldum,"Adventure, Drama, Romance",English,41,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MjU3MDIzOF5BMl5BanBnXkFtZTgwMjM2MzY2MDI@._V1_SX300.jpg,Columbia Pictures,PG-13,21 Dec 2016,True,116 min,Passengers,movie,http://www.passengersmovie.com/,Jon Spaihts,2016,tt1355644,7.1,"66,391",rotten,216
14,"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson",N/A,"$54,138,637.00","UK, France, Hong Kong, USA, Taiwan, Malta",N/A,Justin Kurzel,"Action, Adventure, Fantasy","English, Spanish",36,"When Callum Lynch explores the memories of his ancestor Aguilar and gains the skills of a Master Assassin, he discovers he is a descendant of the secret Assassins society.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzE1OTczNTc1OF5BMl5BanBnXkFtZTgwMzgyMDI3MDI@._V1_SX300.jpg,20th Century Fox,PG-13,21 Dec 2016,True,115 min,Assassin's Creed,movie,http://www.foxmovies.com/movies/assassins-creed,"Michael Lesslie (screenplay), Adam Cooper (screenplay), Bill Collage (screenplay)",2016,tt2094766,6.4,"51,644",rotten,169
15,"Brad Pitt, Vincent Ebrahim, Xavier De Guillebon, Marion Cotillard",Nominated for 1 Oscar. Another 9 nominations.,"$40,069,087.00","UK, USA",28 Feb 2017,Robert Zemeckis,"Action, Drama, Romance","English, French, German, Arabic",60,"In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MTkzMDI1MF5BMl5BanBnXkFtZTgwMjQxNDE0MDI@._V1_SX300.jpg,Paramount Pictures,R,23 Nov 2016,True,124 min,Allied,movie,http://www.alliedmovie.com/,Steven Knight,2016,tt3640424,7.1,"48,295",fresh,197
16,"Alexander Skarsgård, Rory J. Saper, Christian Stevens, Christoph Waltz",1 win & 2 nominations.,"$126,585,313.00","UK, Canada, USA",11 Oct 2016,David Yates,"Action, Adventure, Drama",English,44,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_SX300.jpg,Lionsgate Pictures,PG-13,01 Jul 2016,True,110 min,The Legend of Tarzan,movie,http://legendoftarzan.com/,"Adam Cozad (screenplay), Craig Brewer (screenplay), Craig Brewer (story by), Adam Cozad (story by), Edgar Rice Burroughs (based on the ""Tarzan"" stories created by)",2016,tt0918940,6.3,"105,115",rotten,209
17,"Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo",Nominated for 4 Oscars. Another 39 wins & 92 nominations.,"$52,659,963.00",USA,N/A,Denzel Washington,Drama,English,78,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTg0Nzc1NjA0MV5BMl5BanBnXkFtZTgwNTcyNDQ0MDI@._V1_SX300.jpg,Paramount Pictures,PG-13,25 Dec 2016,True,139 min,Fences,movie,http://www.fencesmovie.com/,"August Wilson (screenplay), August Wilson (based upon his play ""Fences"")",2016,tt2671706,7.6,"13,137",certified,161
18,"Emily Blunt, Haley Bennett, Rebecca Ferguson, Justin Theroux",Nominated for 1 BAFTA Film Award. Another 3 wins & 5 nominations.,"$75,311,445.00",USA,17 Jan 2017,Tate Taylor,"Drama, Mystery, Thriller",English,48,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzFlMjA0ZmUtZWI0Mi00ZGJkLTlmMmYtZmE1ODZiMjhjMGM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Universal Pictures,R,07 Oct 2016,True,112 min,The Girl on the Train,movie,N/A,"Erin Cressida Wilson (screenplay), Paula Hawkins (novel)",2016,tt3631112,6.6,"80,414",rotten,238
19,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup",Nominated for 3 Oscars. Another 33 wins & 132 nominations.,"$13,252,108.00","Chile, France, USA",07 Mar 2017,Pablo Larraín,"Biography, Drama","English, Spanish",81,"Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husband's historic legacy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzg4MjYzNjk5N15BMl5BanBnXkFtZTgwODgwODI3MDI@._V1_SX300.jpg,Fox Searchlight Pictures,R,02 Dec 2016,True,100 min,Jackie,movie,N/A,Noah Oppenheim,2016,tt1619029,7.1,"20,665",certified,245
20,"Dale Dickey, Ben Foster, Chris Pine, William Sterchi",Nominated for 4 Oscars. Another 36 wins & 139 nominations.,"$26,973,524.00",USA,22 Nov 2016,David Mackenzie,"Action, Crime, Drama",English,88,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_SX300.jpg,N/A,R,26 Aug 2016,True,102 min,Hell or High Water,movie,N/A,Taylor Sheridan,2016,tt2582782,7.7,"84,915",certified,218
21,"Will Smith, Jaime FitzSimons, Ike Barinholtz, Margot Robbie",Nominated for 1 Oscar. Another 6 wins & 21 nominations.,"$325,021,779.00",USA,13 Dec 2016,David Ayer,"Action, Adventure, Fantasy","English, Japanese, Spanish",40,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,05 Aug 2016,True,123 min,Suicide Squad,movie,http://www.suicidesquad.com/,David Ayer,2016,tt1386697,6.3,"350,271",rotten,301
22,"Alistair Abell, Iris Apatow, Sugar Lyn Beard, Michael Cera",16 nominations.,"$97,661,826.00",USA,08 Nov 2016,"Greg Tiernan, Conrad Vernon","Animation, Adventure, Comedy",English,66,A sausage strives to discover the truth about his existence.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjkxOTk1MzY4MF5BMl5BanBnXkFtZTgwODQzOTU5ODE@._V1_SX300.jpg,Sony Pictures,R,12 Aug 2016,True,89 min,Sausage Party,movie,http://www.sausagepartymovie.com/site/,"Kyle Hunter (screenplay), Ariel Shaffir (screenplay), Seth Rogen (screenplay), Evan Goldberg (screenplay), Seth Rogen (story by), Evan Goldberg (story by), Jonah Hill (story by)",2016,tt1700841,6.3,"103,285",certified,187
23,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal",1 win & 4 nominations.,"$86,198,014.00",USA,10 Jan 2017,Gavin O'Connor,"Action, Crime, Drama",English,51,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDc5Mzg2NTYxNV5BMl5BanBnXkFtZTgwMjQ2ODAwOTE@._V1_SX300.jpg,Warner Bros. Pictures,R,14 Oct 2016,True,128 min,The Accountant,movie,http://www.accountantmovie.com/,Bill Dubuque,2016,tt2140479,7.4,"121,501",rotten,236
24,"Andrew Garfield, Adam Driver, Liam Neeson, Tadanobu Asano",Nominated for 1 Oscar. Another 6 wins & 35 nominations.,"$6,408,505.00","USA, Taiwan, Mexico",N/A,Martin Scorsese,"Drama, History","English, Japanese, Latin",79,Two priests travel to Japan in an attempt to locate their mentor and propagate Catholicism.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3OTk0NjA2NV5BMl5BanBnXkFtZTgwNTg3Mjc2MDI@._V1_SX300.jpg,Paramount Pictures,R,13 Jan 2017,True,161 min,Silence,movie,http://www.silencemovie.com/,"Jay Cocks (screenplay), Martin Scorsese (screenplay), Shûsaku Endô (based on the novel by)",2016,tt0490215,7.5,"21,323",certified,184
25,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver",N/A,"$30,161,224.00",USA,N/A,Anna Foerster,"Action, Horror","English, Ukrainian",22,"Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5Njk0NTIyNV5BMl5BanBnXkFtZTgwNjU4MjY5MDI@._V1_SX300.jpg,Lakeshore Entertainment,R,06 Jan 2017,True,91 min,Underworld: Blood Wars,movie,http://www.underworldbloodwars-movie.com/site/,"Cory Goodman (screenplay), Kyle Ward (story by), Cory Goodman (story by), Kevin Grevioux (based on characters created by), Len Wiseman (based on characters created by), Danny McBride (based on characters created by)",2016,tt3717252,6.4,"11,364",rotten,77
26,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson",Nominated for 2 Golden Globes. Another 1 win & 10 nominations.,"$265,408,620.00",USA,21 Mar 2017,"Christophe Lourdelet, Garth Jennings","Animation, Comedy, Drama","English, Japanese, Ukrainian",59,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_SX300.jpg,Illumination Entertainment,PG,21 Dec 2016,True,108 min,Sing,movie,http://www.singmovie.com/,Garth Jennings,2016,tt3470600,7.3,"23,800",fresh,151
27,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick",Nominated for 1 Golden Globe. Another 4 wins & 19 nominations.,"$14,260,193.00",USA,14 Feb 2017,Kelly Fremon Craig,"Comedy, Drama",English,77,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTM1NTQ1OF5BMl5BanBnXkFtZTgwNTk4MTM2MDI@._V1_SX300.jpg,STX Entertainment,R,18 Nov 2016,True,104 min,The Edge of Seventeen,movie,http://stxmovies.com/theedgeofseventeen/,Kelly Fremon Craig,2016,tt1878870,7.8,"7,354",certified,160
28,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen",Nominated for 2 Oscars. Another 3 wins & 28 nominations.,"$529,443,931.00","USA, UK",N/A,Gareth Edwards,"Action, Adventure, Sci-Fi",English,65,"The Rebel Alliance makes a risky move to steal the plans for the Death Star, setting up the epic saga to follow.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_SX300.jpg,Walt Disney Pictures,PG-13,16 Dec 2016,True,133 min,Rogue One: A Star Wars Story,movie,http://www.starwars.com/,"Chris Weitz (screenplay), Tony Gilroy (screenplay), John Knoll (story by), Gary Whitta (story by), George Lucas (based on characters created by)",2016,tt3748528,8.1,"238,345",certified,333
29,"Eddie Redmayne, Sam Redford, Scott Goldman, Tim Bentinck",Nominated for 2 Oscars. Another 3 wins & 30 nominations.,"$232,142,332.00","UK, USA",N/A,David Yates,"Adventure, Family, Fantasy",English,66,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,18 Nov 2016,True,133 min,Fantastic Beasts and Where to Find Them,movie,http://www.fantasticbeasts.com/,J.K. Rowling,2016,tt3183660,7.7,"152,078",certified,264
30,"Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer",Nominated for 2 Golden Globes. Another 9 wins & 37 nominations.,"$328,674,489.00",USA,10 May 2016,Tim Miller,"Action, Adventure, Comedy",English,65,A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQyODg5Njc4N15BMl5BanBnXkFtZTgwMzExMjE3NzE@._V1_SX300.jpg,20th Century Fox,R,12 Feb 2016,True,108 min,Deadpool,movie,http://www.foxmovies.com/deadpool,"Rhett Reese, Paul Wernick",2016,tt1431045,8.1,"582,244",certified,288
31,"Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts",N/A,"$25,251,868.00","France, Germany, Canada, Australia",N/A,Paul W.S. Anderson,"Action, Horror, Sci-Fi",English,50,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0Mzc2OTQ0Ml5BMl5BanBnXkFtZTgwOTQ5MjE4MDI@._V1_SX300.jpg,Sony Pictures,R,27 Jan 2017,True,106 min,Resident Evil: The Final Chapter,movie,http://www.sonypictures.com/movies/residentevilthefinalchapter/,Paul W.S. Anderson,2016,tt2592614,6.3,"8,869",rotten,78
32,"Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso",Nominated for 1 Oscar. Another 12 wins & 39 nominations.,"$5,875,006.00",USA,25 Oct 2016,Matt Ross,"Comedy, Drama","English, Esperanto",72,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_SX300.jpg,N/A,R,29 Jul 2016,True,118 min,Captain Fantastic,movie,N/A,Matt Ross,2016,tt3553976,7.9,"84,633",certified,182
33,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",1 win & 7 nominations.,"$93,381,044.00",USA,20 Dec 2016,Antoine Fuqua,"Action, Adventure, Western",English,54,Seven gunmen in the old west gradually come together to help a poor village against savage thieves.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTc0NTAyM15BMl5BanBnXkFtZTgwMTk1ODA5OTE@._V1_SX300.jpg,Sony Pictures,PG-13,23 Sep 2016,True,133 min,The Magnificent Seven,movie,N/A,"Akira Kurosawa (based on the screenplay by), Shinobu Hashimoto (based on the screenplay by), Hideo Oguni (based on the screenplay by), Richard Wenk (screenplay), Nic Pizzolatto (screenplay)",2016,tt2404435,7.0,"101,653",fresh,254
34,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",1 win & 3 nominations.,"$7,433,899.00",USA,N/A,John Lee Hancock,"Biography, Drama, History",English,66,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into one of the biggest restaurant businesses in the world with a combination of ambition, persistence, and ruthlessness.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzExNDg0MDk1M15BMl5BanBnXkFtZTgwNzE1Mjg0MDI@._V1_SX300.jpg,The Weinstein Company,PG-13,20 Jan 2017,True,115 min,The Founder,movie,http://thefounderfilm.com/,Robert D. Siegel,2016,tt4276820,7.2,"10,940",certified,145
35,"Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson",Nominated for 1 BAFTA Film Award. Another 5 wins & 38 nominations.,"$486,292,984.00",USA,15 Nov 2016,"Andrew Stanton, Angus MacLane","Animation, Adventure, Comedy","English, Indonesian",77,"The friendly but forgetful blue tang fish begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzg4MjM2NDQ4MV5BMl5BanBnXkFtZTgwMzk3MTgyODE@._V1_SX300.jpg,Walt Disney Pictures/PIXAR,PG,17 Jun 2016,True,97 min,Finding Dory,movie,http://movies.disney.com/finding-dory,"Andrew Stanton (original story by), Andrew Stanton (screenplay), Victoria Strouse (screenplay), Bob Peterson (additional screenplay material by), Angus MacLane (additional story material by)",2016,tt2277860,7.5,"135,031",certified,268
36,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg",4 wins & 21 nominations.,"$293,792,936.00",USA,19 Jul 2016,Zack Snyder,"Action, Adventure, Sci-Fi",English,44,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",https://images-na.ssl-images-amazon.com/images/M/MV5BYThjYzcyYzItNTVjNy00NDk0LTgwMWQtYjMwNmNlNWJhMzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,25 Mar 2016,True,151 min,Batman v Superman: Dawn of Justice,movie,http://www.facebook.com/batmanvsuperman,"Chris Terrio, David S. Goyer, Bob Kane (Batman created by), Bill Finger (Batman created by), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)",2016,tt2975590,6.7,"448,772",rotten,353
37,"Mark Wahlberg, Dicky Eklund Jr., Michael Marchand, Rhet Kidd",1 win.,"$28,306,013.00",USA,N/A,Peter Berg,"Drama, History, Thriller","English, Chinese, Arabic",69,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.",https://images-na.ssl-images-amazon.com/images/M/MV5BODYxMDc0NTg2Nl5BMl5BanBnXkFtZTgwNjY0NDYzOTE@._V1_SX300.jpg,CBS Films,R,13 Jan 2017,True,133 min,Patriots Day,movie,http://www.patriotsdayfilm.com/,"Peter Berg (screenplay), Matt Cook (screenplay), Joshua Zetumer (screenplay), Peter Berg (story), Matt Cook (story), Paul Tamasy (story), Eric Johnson (story)",2016,tt4572514,7.5,"14,934",certified,143
