,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
10,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",5 wins & 8 nominations.,"$64,001,297.00","USA, UK",03 Aug 2010,Thor Freudenthal,"Comedy, Family",English,56,"The adventures of a teenager who is fresh out and in elementary, where he has to learn the consequences and responsibility to survive the year.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_SX300.jpg,20th Century Fox,PG,19 Mar 2010,True,94 min,Diary of a Wimpy Kid,movie,http://www.diaryofawimpykidmovie.com/,"Jackie Filgo (screenplay), Jeff Filgo (screenplay), Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)",2010,tt1196141,6.2,"33,127",rotten,105
11,"Bill Nighy, Emma Watson, Richard Griffiths, Harry Melling",Nominated for 2 Oscars. Another 15 wins & 51 nominations.,"$294,980,434.00","UK, USA",15 Apr 2011,David Yates,"Adventure, Family, Fantasy",English,65,"As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,19 Nov 2010,True,146 min,Harry Potter and the Deathly Hallows: Part 1,movie,http://www.HarryPotter.com/,"Steve Kloves (screenplay), J.K. Rowling (novel)",2010,tt0926084,7.7,"347,362",certified,261
12,"Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman",Nominated for 1 Oscar. Another 7 wins & 50 nominations.,"$9,600,000.00",USA,10 May 2011,Derek Cianfrance,"Drama, Romance",English,81,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTQ2MzA1Ml5BMl5BanBnXkFtZTcwODE3NTgwNA@@._V1_SX300.jpg,Weinstein Company,R,28 Jan 2011,True,112 min,Blue Valentine,movie,http://bluevalentinemovie.com/,"Derek Cianfrance, Joey Curtis, Cami Delavigne",2010,tt1120985,7.4,"147,367",certified,194
13,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Cara Buono",14 wins & 28 nominations.,"$12,134,420.00","UK, USA",01 Feb 2011,Matt Reeves,"Drama, Horror, Mystery",English,79,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_SX300.jpg,Overture Films,R,01 Oct 2010,True,116 min,Let Me In,movie,http://www.letmein-movie.com/,"Matt Reeves (screenplay), John Ajvide Lindqvist (screenplay), John Ajvide Lindqvist (novel)",2010,tt1228987,7.2,"95,402",certified,220
14,"Adam Sandler, Kevin James, Chris Rock, David Spade",3 wins & 4 nominations.,"$162,001,186.00",USA,09 Nov 2010,Dennis Dugan,"Comedy, Family","English, Spanish",30,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX300.jpg,Sony Pictures,PG-13,25 Jun 2010,True,102 min,Grown Ups,movie,http://www.sonypictures.com/movies/grownups/,"Adam Sandler, Fred Wolf",2010,tt1375670,6.0,"187,370",rotten,163
15,"Branko Radakovic, Nikola Radakovic, Milos Zivanovic",N/A,N/A,Serbia,N/A,Branko Radakovic,Short,English,N/A,N/A,http://ia.media-imdb.com/images/M/MV5BMDcxMDdkNTQtMWU3MC00NWJlLWFkYzQtOWMzNGRmNzcwOThiXkEyXkFqcGdeQXVyMzAwNjI1MDQ@._V1_SX300.jpg,N/A,N/A,21 Jun 2013,True,7 min,Cist srpski film u 2013. godini,movie,N/A,Branko Radakovic,2013,tt3009600,2.8,20,N/A,N/A
16,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove",Nominated for 1 Oscar. Another 2 wins & 2 nominations.,N/A,USA,14 Apr 1998,John G. Avildsen,"Action, Drama, Family","English, Japanese",N/A,A martial arts master agrees to teach karate to a bullied teenager.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTkzY2YzNmYtY2ViMS00MThiLWFlYTEtOWQ1OTBiOGEwMTdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG,22 Jun 1984,True,126 min,The Karate Kid,movie,N/A,Robert Mark Kamen,1984,tt0087538,7.2,"133,230",certified,42
17,"Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",Won 2 Oscars. Another 31 wins & 61 nominations.,"$319,323,000.00",USA,01 Jun 2010,Tim Burton,"Adventure, Family, Fantasy",English,53,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG,05 Mar 2010,True,108 min,Alice in Wonderland,movie,http://disney.go.com/disneypictures/aliceinwonderland/,"Linda Woolverton (screenplay), Lewis Carroll (books)",2010,tt1014759,6.5,"318,985",rotten,262
18,"Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà",4 nominations.,"$76,418,654.00",USA,30 Nov 2010,James Mangold,"Action, Comedy, Romance","English, German, Spanish",46,A young woman gets mixed up with a disgraced spy who is trying to clear his name.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg,20th Century Fox,PG-13,23 Jun 2010,True,109 min,Knight and Day,movie,http://www.knightanddaymovie.com/,Patrick O'Neill,2010,tt1013743,6.3,"152,667",rotten,221
19,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan",Nominated for 2 Oscars. Another 2 wins & 6 nominations.,N/A,USA,15 Jan 2002,Steven Lisberger,"Action, Adventure, Sci-Fi",English,N/A,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0OTM4ODM2MF5BMl5BanBnXkFtZTgwMTI0NDIxMDE@._V1_SX300.jpg,Buena Vista Pictures,PG,09 Jul 1982,True,96 min,TRON,movie,N/A,"Steven Lisberger (screenplay), Steven Lisberger (story), Bonnie MacBird (story)",1982,tt0084827,6.8,"96,736",fresh,54
20,"Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner",Nominated for 1 Oscar. Another 9 wins & 44 nominations.,"$92,173,235.00",USA,17 Dec 2010,Ben Affleck,"Crime, Drama, Thriller",English,74,"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SX300.jpg,Warner Bros. Pictures,R,17 Sep 2010,True,125 min,The Town,movie,http://www.thetownmovie.com/,"Peter Craig (screenplay), Ben Affleck (screenplay), Aaron Stockard (screenplay), Chuck Hogan (novel)",2010,tt0840361,7.6,"289,762",certified,214
21,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews",Nominated for 1 Golden Globe. Another 3 wins & 38 nominations.,"$251,476,985.00","USA, France",14 Dec 2010,"Pierre Coffin, Chris Renaud","Animation, Adventure, Comedy",English,72,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SX300.jpg,Universal Pictures,PG,09 Jul 2010,True,95 min,Despicable Me,movie,http://www.despicable.me,"Cinco Paul (screenplay), Ken Daurio (screenplay), Sergio Pablos (story)",2010,tt1323594,7.7,"402,815",certified,192
22,"Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal",Won 4 Oscars. Another 102 wins & 190 nominations.,"$138,300,000.00","UK, USA, Australia",19 Apr 2011,Tom Hooper,"Biography, Drama",English,88,"The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg,The Weinstein Company,R,25 Dec 2010,True,118 min,The King's Speech,movie,http://www.kingsspeech.com/,David Seidler (screenplay),2010,tt1504320,8.0,"525,745",certified,265
23,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera",Nominated for 2 Oscars. Another 25 wins & 58 nominations.,"$216,900,000.00",USA,15 Oct 2010,"Dean DeBlois, Chris Sanders","Animation, Action, Adventure",English,74,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,Paramount/DWA,PG,26 Mar 2010,True,98 min,How to Train Your Dragon,movie,http://www.HowToTrainYourDragon.com/,"William Davies (screenplay), Dean DeBlois (screenplay), Chris Sanders (screenplay), Cressida Cowell (book)",2010,tt0892769,8.2,"512,743",certified,202
24,"Adrien Brody, Topher Grace, Alice Braga, Walton Goggins",2 wins & 4 nominations.,"$52,000,688.00",USA,19 Oct 2010,Nimród Antal,"Action, Adventure, Sci-Fi","English, Spanish, Russian",51,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjFmNDNlMGItMDQxMS00ZWMxLTg4MmQtMTBiNWU3ZDU1Nzk1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,R,09 Jul 2010,True,107 min,Predators,movie,http://www.predators-movie.com/,"Alex Litvak, Michael Finch, Jim Thomas (characters), John Thomas (characters)",2010,tt1424381,6.4,"176,323",fresh,187
25,"Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson",2 wins & 4 nominations.,"$77,213,489.00",USA,14 Dec 2010,Joe Carnahan,"Action, Adventure, Comedy","English, Spanish, French, Swahili, German",47,"A group of Iraq War veterans looks to clear their name with the U.S. military, who suspect the four men of committing a crime for which they were framed.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_SX300.jpg,20th Century Fox,PG-13,11 Jun 2010,True,117 min,The A-Team,movie,http://www.ateam-movie.com/,"Joe Carnahan, Brian Bloom, Skip Woods, Frank Lupo (television series ""The A-Team""), Stephen J. Cannell (television series ""The A-Team"")",2010,tt0429493,6.8,"215,977",rotten,203
26,"Aomi Muyock, Karl Glusman, Klara Kristin, Ugo Fox",1 win & 1 nomination.,"$176,061.00","France, Belgium",15 Mar 2016,Gaspar Noé,"Drama, Romance","English, French",51,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNDUwODk5NF5BMl5BanBnXkFtZTgwNzA0MDQ2NTE@._V1_SX300.jpg,Alchemy,NOT RATED,30 Oct 2015,True,135 min,Love,movie,N/A,Gaspar Noé,2015,tt3774694,6.0,"22,371",rotten,79
27,"Mustafa Kamel, Hussein Sami, Rémy Girard, Mélissa Désormeaux-Poulin",Nominated for 1 Oscar. Another 38 wins & 15 nominations.,"$6,857,096.00","Canada, France",13 Sep 2011,Denis Villeneuve,"Drama, Mystery, War","French, Arabic, English",80,"Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MzA0NjI5OF5BMl5BanBnXkFtZTcwNTUwMzQzNg@@._V1_SX300.jpg,Sony Pictures Classics,R,12 Jan 2011,True,139 min,Incendies,movie,http://www.sonyclassics.com/incendies,"Denis Villeneuve (scenario), Wajdi Mouawad (play), Valérie Beaugrand-Champagne (collaboration), Denis Villeneuve (dialogue)",2010,tt1255953,8.2,"87,668",certified,119
28,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Jake Abel",11 nominations.,"$61,198,532.00","UK, Canada, USA",29 Jun 2010,Chris Columbus,"Adventure, Family, Fantasy","English, Greek,  Ancient (to 1453)",47,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MzY5OTQ2N15BMl5BanBnXkFtZTcwNzI1MTU5Mg@@._V1_SX300.jpg,20th Century Fox,PG,12 Feb 2010,True,118 min,Percy Jackson & the Olympians: The Lightning Thief,movie,http://www.percyjacksonthemovie.com/,"Craig Titley (screenplay), Rick Riordan (novel)",2010,tt0814255,5.9,"146,055",rotten,143
29,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson",Nominated for 1 Oscar. Another 7 wins & 40 nominations.,"$312,057,433.00",USA,28 Sep 2010,Jon Favreau,"Action, Adventure, Sci-Fi","English, French, Russian",57,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX300.jpg,Paramount Studios,PG-13,07 May 2010,True,124 min,Iron Man 2,movie,http://www.ironmanmovie.com/,"Justin Theroux (screenplay), Stan Lee (Marvel comic book), Don Heck (Marvel comic book), Larry Lieber (Marvel comic book), Jack Kirby (Marvel comic book)",2010,tt1228705,7.0,"543,285",certified,276
30,"Ewan McGregor, Jon Bernthal, Tim Preece, Jim Belushi",33 wins & 51 nominations.,"$11,016,593.00","France, Germany, UK",03 Aug 2010,Roman Polanski,"Mystery, Thriller",English,77,A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NzMwMzkyNV5BMl5BanBnXkFtZTcwODk4NjQxMw@@._V1_SX300.jpg,Summit Entertainment,PG-13,19 Mar 2010,True,128 min,The Ghost Writer,movie,http://theghostwriter-movie.com/,"Robert Harris (screenplay), Roman Polanski (screenplay), Robert Harris (novel)",2010,tt1139328,7.2,"136,350",certified,197
31,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki",N/A,"$40,168,080.00",USA,11 May 2010,Scott Stewart,"Action, Fantasy, Horror",English,32,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzNDg4NjYxOV5BMl5BanBnXkFtZTcwODQyNDg3Mg@@._V1_SX300.jpg,Screen Gems,R,22 Jan 2010,True,100 min,Legion,movie,http://www.legionmovie.com/,"Peter Schink, Scott Stewart",2010,tt1038686,5.2,"82,746",rotten,101
32,"Sarah Jessica Parker, Kristin Davis, Cynthia Nixon, Kim Cattrall",8 wins & 8 nominations.,"$95,328,937.00",USA,26 Oct 2010,Michael Patrick King,"Comedy, Drama, Romance","English, Arabic",27,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3OTUyNTI3MF5BMl5BanBnXkFtZTcwODcyMzM0Mw@@._V1_SX300.jpg,Warner Bros. Pictures,R,27 May 2010,True,146 min,Sex and the City 2,movie,http://sexandthecitymovie.com/,"Michael Patrick King, Candace Bushnell (characters from the book by), Darren Star (television series creator)",2010,tt1261945,4.3,"61,378",rotten,199
33,"James Franco, Kate Mara, Amber Tamblyn, Sean Bott",Nominated for 6 Oscars. Another 23 wins & 138 nominations.,"$18,329,466.00","USA, UK",01 Mar 2011,Danny Boyle,"Adventure, Biography, Drama","English, Italian",82,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_SX300.jpg,Fox Searchlight,R,28 Jan 2011,True,94 min,127 Hours,movie,http://www.127hoursmovie.com/,"Danny Boyle (screenplay), Simon Beaufoy (screenplay), Aron Ralston (book)",2010,tt1542344,7.6,"288,332",certified,217
34,"Xavier Samuel, Kristen Stewart, Robert Pattinson, Billy Burke",23 wins & 33 nominations.,"$300,523,113.00",USA,04 Dec 2010,David Slade,"Adventure, Drama, Fantasy",English,58,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg,Summit Entertainment,PG-13,30 Jun 2010,True,124 min,The Twilight Saga: Eclipse,movie,http://www.eclipsethemovie.com/,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2010,tt1325004,4.9,"189,517",rotten,234
35,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo",Won 2 Oscars. Another 70 wins & 113 nominations.,"$93,571,803.00",USA,15 Mar 2011,David O. Russell,"Biography, Drama, Sport",English,79,"A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg,Paramount Pictures,R,17 Dec 2010,True,116 min,The Fighter,movie,http://www.TheFighterMovie.com/,"Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Paul Tamasy (story), Eric Johnson (story), Keith Dorrington (story)",2010,tt0964517,7.9,"285,775",certified,236
36,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper",6 wins & 12 nominations.,"$110,500,000.00",USA,18 May 2010,Garry Marshall,"Comedy, Romance","English, Spanish, Russian, Italian",34,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_SX300.jpg,New Line Cinema/Warner Bros. Pictures,PG-13,12 Feb 2010,True,125 min,Valentine's Day,movie,http://www.valentinesdaymovie.com/,"Katherine Fugate (screenplay), Katherine Fugate (story), Abby Kohn (story), Marc Silverstein (story)",2010,tt0817230,5.7,"97,709",rotten,184
37,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",Nominated for 1 Oscar. Another 1 win & 13 nominations.,"$81,557,479.00",USA,15 Feb 2011,Tony Scott,"Action, Thriller",English,69,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NDQwMDM0N15BMl5BanBnXkFtZTcwMzY1ODMwNA@@._V1_SX300.jpg,20th Century Fox,PG-13,12 Nov 2010,True,98 min,Unstoppable,movie,http://www.unstoppablemovie.com/,Mark Bomback,2010,tt0477080,6.8,"155,004",certified,186
