,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
10,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",Nominated for 1 Golden Globe. Another 7 wins & 18 nominations.,"$163,900,057.00",USA,13 Oct 2009,Anne Fletcher,"Comedy, Drama, Romance",English,48,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MzY1ODIyNV5BMl5BanBnXkFtZTcwNDU4NTE3Mg@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,19 Jun 2009,True,108 min,The Proposal,movie,http://www.myspace.com/proposalmovie,Peter Chiarelli,2009,tt1041829,6.7,"236,464",rotten,181
11,"Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin",9 wins & 27 nominations.,"$75,590,286.00",USA,02 Feb 2010,Ruben Fleischer,"Adventure, Comedy, Horror",English,73,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,R,02 Oct 2009,True,88 min,Zombieland,movie,http://www.zombieland.com/,"Rhett Reese, Paul Wernick",2009,tt1156398,7.7,"401,906",certified,237
12,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson",1 win & 5 nominations.,"$79,948,113.00","USA, UK, Australia",07 Jul 2009,Alex Proyas,"Drama, Mystery, Sci-Fi",English,41,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_SX300.jpg,Summit Entertainment,PG-13,20 Mar 2009,True,121 min,Knowing,movie,http://www.knowing-themovie.com/,"Ryne Douglas Pearson (screenplay), Juliet Snowden (screenplay), Stiles White (screenplay), Ryne Douglas Pearson (story)",2009,tt0448011,6.2,"191,756",rotten,179
13,"Morgan Lily, Trenton Rogers, Michelle Carmichael, Jasmine Woods",1 win & 3 nominations.,"$93,800,000.00","USA, Germany, Netherlands",02 Jun 2009,Ken Kwapis,"Comedy, Drama, Romance",English,47,The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTUyNDgwMF5BMl5BanBnXkFtZTcwNzYzMDQyMg@@._V1_SX300.jpg,Warner Bros. Pictures/New Line Cinema,PG-13,06 Feb 2009,True,129 min,He's Just Not That Into You,movie,http://www.hesjustnotthatintoyoumovie.com/,"Abby Kohn, Marc Silverstein, Greg Behrendt (book), Liz Tuccillo (book)",2009,tt1001508,6.4,"136,058",rotten,155
14,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman",Nominated for 6 Oscars. Another 76 wins & 152 nominations.,"$83,775,048.00",USA,09 Mar 2010,Jason Reitman,"Drama, Romance",English,83,"Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SX300.jpg,Paramount Pictures,R,23 Dec 2009,True,109 min,Up in the Air,movie,http://www.TheUpInTheAirMovie.com/,"Walter Kirn (novel), Jason Reitman (screenplay), Sheldon Turner (screenplay)",2009,tt1193138,7.4,"276,414",certified,269
15,"Viggo Mortensen, Kodi Smit-McPhee, Robert Duvall, Guy Pearce",Nominated for 1 BAFTA Film Award. Another 5 wins & 30 nominations.,"$8,025,059.00",USA,25 May 2010,John Hillcoat,"Adventure, Drama",English,64,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_SX300.jpg,The Weinstein Co./Dimension,R,18 Dec 2009,True,111 min,The Road,movie,http://www.theroad-movie.com/,"Cormac McCarthy (novel), Joe Penhall (screenplay)",2009,tt0898367,7.3,"183,228",certified,203
16,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",Nominated for 2 Oscars. Another 10 wins & 25 nominations.,"$208,711,166.00","USA, Germany",30 Mar 2010,Guy Ritchie,"Action, Adventure, Crime","English, French",57,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SX300.jpg,Warner Bros. Pictures/Village Roadshow,PG-13,25 Dec 2009,True,128 min,Sherlock Holmes,movie,http://sherlock-holmes-movie.warnerbros.com/,"Michael Robert Johnson (screenplay), Anthony Peckham (screenplay), Simon Kinberg (screenplay), Lionel Wigram (screen story), Michael Robert Johnson (screen story), Arthur Conan Doyle (characters: Sherlock Holmes,  Dr. Watson)",2009,tt0988045,7.6,"493,240",fresh,230
17,"Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham",11 wins & 4 nominations.,"$3,600.00","Belgium, Germany, Canada, France",25 Feb 2014,Jaco Van Dormael,"Drama, Fantasy, Romance","English, Mohawk",63,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4ODkzMDQ3Nl5BMl5BanBnXkFtZTgwNTEwMTkxMDE@._V1_SX300.jpg,Magnolia Pictures,R,26 Sep 2013,True,141 min,Mr. Nobody,movie,http://www.magpictures.com/mrnobody/,Jaco Van Dormael,2009,tt0485947,7.9,"161,940",fresh,28
18,"Colin Firth, Julianne Moore, Nicholas Hoult, Matthew Goode",Nominated for 1 Oscar. Another 34 wins & 51 nominations.,"$9,098,668.00",USA,06 Jul 2010,Tom Ford,"Drama, Romance","English, Spanish",77,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzU5MTk4MjQ2M15BMl5BanBnXkFtZTcwNDU0MzEwMw@@._V1_SX300.jpg,The Weinstein Company,R,05 Feb 2010,True,99 min,A Single Man,movie,http://www.asingleman-movie.com/,"Christopher Isherwood (novel), Tom Ford (written for the screen by), David Scearce (written for the screen by)",2009,tt1315981,7.6,"88,835",certified,180
19,"Zooey Deschanel, Joseph Gordon-Levitt, Scott Neustadter, Marc Webb",N/A,N/A,USA,N/A,Charles de Lauzirika,"Documentary, Short",English,N/A,A behind-the-scenes documentary exploring the making of Marc Webb's 500 Days of Summer (2009).,N/A,N/A,NOT RATED,22 Dec 2009,True,30 min,Not a Love Story: Making (500) Days of Summer,movie,N/A,N/A,2009,tt1572162,7.9,36,N/A,N/A
20,"Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",Won 2 Oscars. Another 73 wins & 77 nominations.,"$292,979,556.00",USA,10 Nov 2009,"Pete Docter, Bob Peterson","Animation, Adventure, Comedy",English,88,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX300.jpg,Walt Disney Pictures,PG,29 May 2009,True,96 min,Up,movie,http://Disney.com/UP,"Pete Docter (story by), Bob Peterson (story by), Tom McCarthy (story by), Bob Peterson (screenplay), Pete Docter (screenplay)",2009,tt1049413,8.3,"703,996",certified,285
21,"Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley",Nominated for 3 Oscars. Another 12 wins & 39 nominations.,"$104,374,107.00",USA,16 Mar 2010,"Ron Clements, John Musker","Animation, Adventure, Comedy","English, French",73,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_SX300.jpg,Walt Disney Pictures,G,11 Dec 2009,True,97 min,The Princess and the Frog,movie,http://www.disney.com/princessandthefrog,"Ron Clements (story by), John Musker (story by), Greg Erb (story by), Jason Oremland (story by), Ron Clements (screenplay), John Musker (screenplay), Rob Edwards (screenplay), E.D. Baker (story inspired in part by ""The Frog Princess"" by)",2009,tt0780521,7.1,"92,851",certified,185
22,"Kristen Stewart, Christina Jastrzembska, Robert Pattinson, Billy Burke",18 wins & 23 nominations.,"$296,593,070.00",USA,20 Mar 2010,Chris Weitz,"Adventure, Drama, Fantasy","English, Italian",44,"Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship - this time with werewolf Jacob Black.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,Summit Entertainment,PG-13,20 Nov 2009,True,130 min,The Twilight Saga: New Moon,movie,http://www.newmoonthemovie.com/,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",2009,tt1259571,4.6,"225,797",rotten,220
23,"Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",8 nominations.,"$13,000,000.00",USA,26 Jan 2010,Drew Barrymore,"Drama, Sport",English,68,"In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDM1NzkzMjQ4NF5BMl5BanBnXkFtZTcwMDE3Nzk3Mg@@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,02 Oct 2009,True,111 min,Whip It,movie,http://www.foxsearchlight.com/whipit/,"Shauna Cross (screenplay), Shauna Cross (novel)",2009,tt1172233,6.9,"56,778",certified,180
24,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry",3 wins & 4 nominations.,"$64,087,443.00",USA,11 Aug 2009,Burr Steers,"Comedy, Drama, Family",English,48,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_SX300.jpg,New Line Cinema,PG-13,17 Apr 2009,True,102 min,17 Again,movie,http://www.17againmovie.com/,Jason Filardi,2009,tt0974661,6.4,"151,292",rotten,142
25,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",Nominated for 1 Oscar. Another 14 wins & 26 nominations.,"$402,076,689.00",USA,20 Oct 2009,Michael Bay,"Action, Adventure, Sci-Fi","English, Spanish",35,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_SX300.jpg,Paramount/Dreamworks,PG-13,24 Jun 2009,True,150 min,Transformers: Revenge of the Fallen,movie,http://www.TransformersMovie.com/,"Ehren Kruger, Roberto Orci, Alex Kurtzman",2009,tt1055369,6.0,"331,939",rotten,243
26,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård",Won 1 Oscar. Another 27 wins & 85 nominations.,"$102,515,793.00","USA, Sweden, Norway",20 Mar 2012,David Fincher,"Crime, Drama, Mystery",English,71,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg,Sony Pictures,R,21 Dec 2011,True,158 min,The Girl with the Dragon Tattoo,movie,http://www.dragontattoo.com/site/,"Steven Zaillian (screenplay), Stieg Larsson (novel)",2011,tt1568346,7.8,"342,315",certified,224
27,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill",3 wins & 5 nominations.,"$73,343,413.00",USA,16 Feb 2010,F. Gary Gray,"Crime, Drama, Thriller",English,34,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_SX300.jpg,Overture Films,R,16 Oct 2009,True,109 min,Law Abiding Citizen,movie,http://www.lawabidingcitizenfilm.com/,Kurt Wimmer,2009,tt1197624,7.4,"225,480",rotten,156
28,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",8 wins & 21 nominations.,"$238,700,000.00",USA,10 Dec 2013,Justin Lin,"Action, Crime, Thriller","English, Russian, Spanish, Indonesian, Danish, Cantonese",61,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_SX300.jpg,Universal Pictures,PG-13,24 May 2013,True,130 min,Fast & Furious 6,movie,http://www.thefastandthefurious.com/,"Chris Morgan, Gary Scott Thompson (characters)",2013,tt1905041,7.1,"310,621",fresh,194
29,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh",N/A,"$45,802,315.00","USA, New Zealand",12 May 2009,Patrick Tatopoulos,"Action, Adventure, Fantasy",English,44,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1OTU5ODc0MV5BMl5BanBnXkFtZTcwNDYyMDUwMg@@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,23 Jan 2009,True,92 min,Underworld: Rise of the Lycans,movie,http://www.entertheunderworld.com/,"Danny McBride (screenplay), Dirk Blackman (screenplay), Howard McCain (screenplay), Len Wiseman (story), Robert Orr (story), Danny McBride (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)",2009,tt0834001,6.6,"126,209",rotten,76
30,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",Won 1 BAFTA Film Award. Another 24 wins & 31 nominations.,"$4,785,434.00",UK,12 Jan 2010,Duncan Jones,"Drama, Mystery, Sci-Fi","English, Spanish",67,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg,Sony Pictures Classics,R,10 Jul 2009,True,97 min,Moon,movie,http://www.moon-movie.com,"Duncan Jones (story), Nathan Parker",2009,tt1182345,7.9,"272,493",certified,187
31,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike",Nominated for 4 Oscars. Another 24 wins & 104 nominations.,"$115,646,235.00","South Africa, USA, New Zealand, Canada",22 Dec 2009,Neill Blomkamp,"Action, Sci-Fi, Thriller","English, Nyanja, Afrikaans, Zulu, Xhosa, Southern Sotho",81,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4OTI1OTM5NF5BMl5BanBnXkFtZTcwMzk5MTU1Mg@@._V1_SX300.jpg,Sony Pictures/Screen Gems,R,14 Aug 2009,True,112 min,District 9,movie,http://www.d-9.com/,"Neill Blomkamp, Terri Tatchell",2009,tt1136608,8.0,"549,294",certified,296
32,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",3 wins & 4 nominations.,"$16,031,583.00",USA,29 Dec 2009,Karyn Kusama,"Comedy, Horror","English, Spanish",47,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SX300.jpg,20th Century Fox,R,18 Sep 2009,True,102 min,Jennifer's Body,movie,http://www.jennifersbody.com/,Diablo Cody,2009,tt1131734,5.1,"95,098",rotten,173
33,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Grégory Fitoussi, Joseph Gordon-Levitt",3 wins & 15 nominations.,"$150,167,630.00","USA, Czech Republic",03 Nov 2009,Stephen Sommers,"Action, Adventure, Sci-Fi","English, French, Scottish Gaelic",32,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,07 Aug 2009,True,118 min,G.I. Joe: The Rise of Cobra,movie,http://www.gijoemovie.com/,"Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael B. Gordon (story), Stuart Beattie (story), Stephen Sommers (story)",2009,tt1046173,5.8,"178,135",rotten,159
34,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton",5 wins & 20 nominations.,"$166,112,167.00",USA,02 Mar 2010,Roland Emmerich,"Action, Adventure, Sci-Fi","English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian",49,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_SX300.jpg,Sony Pictures/Columbia,PG-13,13 Nov 2009,True,158 min,2012,movie,http://www.whowillsurvive2012.com/,"Roland Emmerich, Harald Kloser",2009,tt1190080,5.8,"293,855",rotten,238
35,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder",1 win & 6 nominations.,"$41,472,886.00","USA, Canada, Germany",27 Oct 2009,Jaume Collet-Serra,"Horror, Mystery, Thriller","English, American Sign Language, Estonian",42,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NjQzNjg2Nl5BMl5BanBnXkFtZTcwNzc3NzA0Mg@@._V1_SX300.jpg,Warner Bros. Pictures,R,24 Jul 2009,True,123 min,Orphan,movie,http://orphan-movie.warnerbros.com/,"David Leslie Johnson (screenplay), Alex Mace (story)",2009,tt1148204,7.0,"150,268",rotten,148
36,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray",Nominated for 2 Oscars. Another 30 wins & 59 nominations.,"$21,000,000.00",USA,23 Mar 2010,Wes Anderson,"Animation, Adventure, Comedy","English, French",83,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwODE2NTI3Nl5BMl5BanBnXkFtZTcwMjUwOTY5Mg@@._V1_SX300.jpg,20th Century Fox,PG,25 Nov 2009,True,87 min,Fantastic Mr. Fox,movie,http://www.fantasticmrfoxmovie.com/,"Roald Dahl (novel), Wes Anderson (screenplay), Noah Baumbach (screenplay)",2009,tt0432283,7.8,"146,309",certified,225
