,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
10,"Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin",Nominated for 2 BAFTA Film Awards. Another 14 wins & 38 nominations.,"$291,980,108.00","UK, USA",11 Nov 2007,David Yates,"Adventure, Family, Fantasy",English,71,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NTczMTUzOV5BMl5BanBnXkFtZTYwMzIxNTg3._V1_SX300.jpg,Warner Bros. Pictures,PG-13,11 Jul 2007,True,138 min,Harry Potter and the Order of the Phoenix,movie,http://www.harrypotterorderofthephoenix.com/,"Michael Goldenberg (screenplay), J.K. Rowling (novel)",2007,tt0373889,7.5,"376,376",certified,244
11,"Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly",5 wins & 6 nominations.,"$38,226,458.00","UK, USA, Iceland",18 Dec 2007,Matthew Vaughn,"Adventure, Family, Fantasy",English,66,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,10 Aug 2007,True,127 min,Stardust,movie,http://www.stardustmovie.com/,"Jane Goldman (screenplay), Matthew Vaughn (screenplay), Neil Gaiman (novel)",2007,tt0486655,7.7,"218,411",certified,186
12,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",7 wins & 25 nominations.,"$148,734,225.00",USA,25 Sep 2007,Judd Apatow,"Comedy, Romance",English,85,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzgzYjMzMWItNDFiYi00ZjhkLWIyMzYtZGRlY2FmNzkwNjRhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal,R,01 Jun 2007,True,129 min,Knocked Up,movie,http://www.knockedupmovie.com/,Judd Apatow,2007,tt0478311,7.0,"305,474",certified,241
13,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.",2 wins & 64 nominations.,"$33,000,000.00",USA,24 Jul 2007,David Fincher,"Crime, Drama, History",English,78,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNjc2NzAwNF5BMl5BanBnXkFtZTcwMDg3NzMzMw@@._V1_SX300.jpg,Paramount Pictures,R,02 Mar 2007,True,157 min,Zodiac,movie,http://www.ZodiacMovie.com/,"James Vanderbilt (screenplay), Robert Graysmith (book)",2007,tt0443706,7.7,"319,328",certified,234
14,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",6 wins & 5 nominations.,"$82,234,139.00",USA,19 Jun 2007,Gabor Csupo,"Adventure, Drama, Family",English,74,A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzOTk1MzIyN15BMl5BanBnXkFtZTcwNTM3MjczMQ@@._V1_SX300.jpg,Buena Vista,PG,16 Feb 2007,True,96 min,Bridge to Terabithia,movie,http://www.disney.com/terabithia,"Jeff Stockwell (screenplay), David Paterson (screenplay), Katherine Paterson (book)",2007,tt0398808,7.2,"114,513",certified,157
15,"Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito",7 wins & 15 nominations.,"$24,928,753.00",USA,N/A,"Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie","Action, Horror, Thriller","English, Spanish",77,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the 60s and 70s with two back-to-back cult films that include previews of coming attractions between them.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MzExNzc3MV5BMl5BanBnXkFtZTcwODAxMzM0MQ@@._V1_SX300.jpg,The Weinstein Co./Dimension,R,06 Apr 2007,True,191 min,Grindhouse,movie,http://grindhousemovie.net/,"Robert Rodriguez, Rob Zombie, Edgar Wright, Jeff Rendell, Eli Roth, Quentin Tarantino, Rob Cotterill (story), Jason Eisener (story), John Davies (fake trailer segment ""Hobo with a Shotgun"")",2007,tt0462322,7.6,"158,621",certified,191
16,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike",2 wins & 2 nominations.,"$39,000,000.00","USA, Germany",14 Aug 2007,Gregory Hoblit,"Crime, Drama, Mystery",English,68,"An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzIzNjQyMzkwM15BMl5BanBnXkFtZTcwOTg5ODQ0MQ@@._V1_SX300.jpg,New Line,R,20 Apr 2007,True,113 min,Fracture,movie,http://www.fracturemovie.com/,"Daniel Pyne (screenplay), Glenn Gers (screenplay), Daniel Pyne (story)",2007,tt0488120,7.2,"145,174",certified,172
17,"Brad Pitt, Mary-Louise Parker, Brooklynn Proulx, Dustin Bollinger",Nominated for 2 Oscars. Another 25 wins & 64 nominations.,"$3,900,000.00","USA, Canada, UK",05 Feb 2008,Andrew Dominik,"Biography, Crime, Drama","English, Danish",68,"Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,19 Oct 2007,True,160 min,The Assassination of Jesse James by the Coward Robert Ford,movie,http://jessejamesmovie.warnerbros.com/,"Andrew Dominik (screenplay), Ron Hansen (novel)",2007,tt0443680,7.5,"140,705",certified,169
18,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",Won 1 Oscar. Another 89 wins & 94 nominations.,"$143,380,890.00",USA,15 Apr 2008,Jason Reitman,"Comedy, Drama",English,81,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMjgyMTcyNF5BMl5BanBnXkFtZTcwMDg1MTU1MQ@@._V1_SX300.jpg,Fox Searchlight,PG-13,25 Dec 2007,True,96 min,Juno,movie,http://www.foxsearchlight.com/juno/,Diablo Cody,2007,tt0467406,7.5,"425,810",certified,207
19,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy",Won 1 Oscar. Another 64 wins & 42 nominations.,"$112,408,657.00",USA,06 Nov 2007,"Brad Bird, Jan Pinkava","Animation, Comedy, Family","English, French",96,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,Disney/Pixar,G,29 Jun 2007,True,111 min,Ratatouille,movie,http://www.ratatouille.com/,"Brad Bird (screenwriter), Jan Pinkava (original story by), Jim Capobianco (original story by), Brad Bird (original story by)",2007,tt0382932,8.0,"492,986",certified,241
20,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall",Nominated for 3 Oscars. Another 11 wins & 47 nominations.,"$127,706,877.00",USA,18 Mar 2008,Kevin Lima,"Animation, Comedy, Family",English,75,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_SX300.jpg,Walt Disney Pictures,PG,21 Nov 2007,True,107 min,Enchanted,movie,http://www.EnchantedMovie.com/,Bill Kelly,2007,tt0461770,7.1,"148,005",certified,187
21,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon",2 wins & 4 nominations.,N/A,USA,05 Feb 2008,Richard LaGravenese,"Drama, Romance",English,39,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg2MDg4MjI5NV5BMl5BanBnXkFtZTcwMzQ0MDczMw@@._V1_SX300.jpg,N/A,PG-13,21 Dec 2007,True,126 min,P.S. I Love You,movie,N/A,"Richard LaGravenese (screenplay), Steven Rogers (screenplay), Cecelia Ahern (novel)",2007,tt0431308,7.1,"173,650",N/A,N/A
22,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin",Nominated for 2 Oscars. Another 12 wins & 34 nominations.,"$130,127,620.00","USA, UK",19 Feb 2008,Ridley Scott,"Biography, Crime, Drama",English,76,"In 1970s America, a detective works to bring down the drug empire of Frank Lucas, a heroin kingpin from Manhattan, who is smuggling the drug into the country from the Far East.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNzY5MDA5MV5BMl5BanBnXkFtZTcwMjg4MzI3MQ@@._V1_SX300.jpg,Universal Pictures,R,02 Nov 2007,True,157 min,American Gangster,movie,http://www.americangangster.net,"Steven Zaillian, Mark Jacobson (article)",2007,tt0765429,7.8,"333,036",certified,209
23,"Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara",1 nomination.,"$47,000,000.00",USA,26 Jun 2007,Antoine Fuqua,"Action, Crime, Drama",English,53,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1NTU0Mzk4OF5BMl5BanBnXkFtZTcwNTc4MTY0MQ@@._V1_SX300.jpg,Paramount Pictures,R,23 Mar 2007,True,124 min,Shooter,movie,http://www.shootermovie.com,"Jonathan Lemkin (screenplay), Stephen Hunter (novel)",2007,tt0822854,7.2,"265,006",rotten,147
24,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield",9 wins & 21 nominations.,"$256,399,999.00",USA,18 Mar 2008,Francis Lawrence,"Drama, Horror, Sci-Fi",English,65,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTE1ZTBlYzgtNmMyNS00ZTQ2LWE4NjEtZjUxNDJkNTg2MzlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,14 Dec 2007,True,101 min,I Am Legend,movie,http://iamlegend.warnerbros.com/,"Mark Protosevich (screenplay), Akiva Goldsman (screenplay), Richard Matheson (novel), John William Corrington, Joyce Hooper Corrington",2007,tt0480249,7.2,"552,925",fresh,207
25,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church",Nominated for 1 BAFTA Film Award. Another 3 wins & 31 nominations.,"$336,530,303.00",USA,30 Oct 2007,Sam Raimi,"Action, Adventure","English, French",59,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",https://images-na.ssl-images-amazon.com/images/M/MV5BYTk3MDljOWQtNGI2My00OTEzLTlhYjQtOTQ4ODM2MzUwY2IwXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Pictures,PG-13,04 May 2007,True,139 min,Spider-Man 3,movie,http://www.sonypictures.com/movies/spiderman3/site/,"Sam Raimi (screenplay), Ivan Raimi (screenplay), Alvin Sargent (screenplay), Sam Raimi (screen story), Ivan Raimi (screen story), Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book)",2007,tt0413300,6.2,"397,200",fresh,249
26,"John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes",Nominated for 3 Golden Globes. Another 19 wins & 39 nominations.,"$118,823,091.00","USA, UK",20 Nov 2007,Adam Shankman,"Comedy, Drama, Family",English,81,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMTMzNzIyNV5BMl5BanBnXkFtZTcwMjM1NDk0MQ@@._V1_SX300.jpg,New Line Cinema,PG,20 Jul 2007,True,117 min,Hairspray,movie,http://www.hairspraymovie.com/,"Leslie Dixon (screenplay), John Waters, Mark O'Donnell (musical play), Thomas Meehan (musical play)",2007,tt0427327,6.7,"101,400",certified,215
27,"Josef Altin, Mina E. Mina, Aleksandar Mikic, Sarah-Jeanne Labrosse",Nominated for 1 Oscar. Another 28 wins & 69 nominations.,"$17,114,882.00","USA, UK, Canada",23 Dec 2007,David Cronenberg,"Crime, Mystery, Thriller","English, Russian, Turkish, Ukrainian, Urdu",82,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1_SX300.jpg,Focus Features,R,21 Sep 2007,True,100 min,Eastern Promises,movie,http://www.focusfeatures.com/easternpromises/,Steven Knight (screenplay),2007,tt0765443,7.7,"194,873",certified,194
28,"Rose McGowan, Freddy Rodríguez, Josh Brolin, Marley Shelton",2 nominations.,N/A,USA,16 Oct 2007,Robert Rodriguez,"Action, Comedy, Horror",English,N/A,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",https://images-na.ssl-images-amazon.com/images/M/MV5BODdmNmM2ZTgtODM1MS00ZGMxLTk3MTMtMGQ1ODZhMTQ1NWEwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,The Weinstein Co./Dimension,NOT RATED,21 Jun 2007,True,105 min,Planet Terror,movie,http://www.grindhousemovie.net/,Robert Rodriguez,2007,tt1077258,7.1,"172,666",fresh,27
29,"Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts",Nominated for 2 Oscars. Another 3 wins & 30 nominations.,"$53,574,088.00",USA,08 Jan 2008,James Mangold,"Adventure, Crime, Drama","English, Chinese",76,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,https://images-na.ssl-images-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX300.jpg,Lionsgate Films,R,07 Sep 2007,True,122 min,3:10 to Yuma,movie,http://www.310toyumathefilm.com/,"Halsted Welles (screenplay), Michael Brandt (screenplay), Derek Haas (screenplay), Elmore Leonard (short story)",2007,tt0381849,7.7,"244,791",certified,213
30,"Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall",Won 1 Oscar. Another 33 wins & 72 nominations.,"$52,900,000.00","USA, UK",01 Apr 2008,Tim Burton,"Drama, Horror, Musical","English, Italian",83,"The infamous story of Benjamin Barker, AKA Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjUxMzM5NV5BMl5BanBnXkFtZTcwMzQ1NjQzMw@@._V1_SX300.jpg,DreamWorks/Paramount Studios,R,21 Dec 2007,True,116 min,Sweeney Todd: The Demon Barber of Fleet Street,movie,http://www.SweeneyToddMovie.com/,"John Logan (screenplay), Hugh Wheeler (musical), Christopher Bond (musical adaptation)",2007,tt0408236,7.4,"291,066",certified,222
31,"Talulah Riley, Rupert Everett, Jodie Whittaker, Gemma Arterton",5 nominations.,N/A,UK,14 Apr 2008,"Oliver Parker, Barnaby Thompson",Comedy,English,39,"In order to save their bankrupt school, a group of troublesome girls stage a robbery with a group of geniuses on their tails.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5MjIwMzgwNF5BMl5BanBnXkFtZTcwOTg3NzI3Mg@@._V1_SX300.jpg,NeoClassics Films,PG-13,21 Dec 2007,True,97 min,St. Trinian's,movie,http://www.sttriniansthemovie.com/,"Piers Ashworth (screenplay), Jamie Minoprio (additional material), Nick Moorcroft (screenplay), Ronald Searle (cartoons), Jonathan M. Stern (additional material)",2007,tt0964587,5.8,"18,601",rotten,42
32,"Naomi Watts, Tim Roth, Michael Pitt, Brady Corbet",1 win & 5 nominations.,"$1,045,279.00","USA, France, UK, Austria, Germany, Italy",10 Jun 2008,Michael Haneke,"Crime, Drama, Horror",English,44,Two psychopathic young men take a family hostage in their cabin.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4OTExNTYzMV5BMl5BanBnXkFtZTcwOTg1MDU1MQ@@._V1_SX300.jpg,Warner Independent Pictures,R,04 Apr 2008,True,111 min,Funny Games,movie,http://wip.warnerbros.com/funnygames/,Michael Haneke,2007,tt0808279,6.5,"72,367",rotten,140
33,"Milla Jovovich, Oded Fehr, Ali Larter, Iain Glen",2 wins & 1 nomination.,"$50,648,679.00","France, Australia, Germany, UK, USA",01 Jan 2008,Russell Mulcahy,"Action, Horror, Sci-Fi",English,41,"Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ0MWI3MmEtMzM0OC00Y2ViLWE4MDItMzNhNmY1ZTdjMWE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures,R,21 Sep 2007,True,94 min,Resident Evil: Extinction,movie,http://www.sonypictures.com/movies/residentevilextinction/,Paul W.S. Anderson,2007,tt0432021,6.3,"154,889",rotten,94
34,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper",2 wins.,N/A,"France, USA",26 Feb 2008,Xavier Gens,"Action, Crime, Drama","English, Russian, Serbo-Croatian",35,"A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.",https://images-na.ssl-images-amazon.com/images/M/MV5BMDlmMmZhZjQtZDhlMi00MzU0LWIwYjMtNDRhOGE5YzczYjBmXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,Peace Arch Films,R,21 Nov 2007,True,100 min,Hitman,movie,N/A,Skip Woods,2007,tt0465494,6.3,"144,038",N/A,N/A
35,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher",6 wins & 10 nominations.,"$25,495,768.00",USA,18 Mar 2008,Frank Darabont,Horror,English,58,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg,The Weinstein Company,R,21 Nov 2007,True,126 min,The Mist,movie,http://www.themist-movie.com/,"Frank Darabont (screenplay), Stephen King (novel)",2007,tt0884328,7.2,"229,505",fresh,141
36,"George Clooney, Brad Pitt, Matt Damon, Michael Mantell",1 win & 5 nominations.,"$78,864,724.00",USA,13 Nov 2007,Steven Soderbergh,"Crime, Thriller","English, French, Spanish",62,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,08 Jun 2007,True,122 min,Ocean's Thirteen,movie,http://oceans13.warnerbros.com/,"Brian Koppelman, David Levien, George Clayton Johnson (characters), Jack Golden Russell (characters)",2007,tt0496806,6.9,"264,613",fresh,195
