,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
10,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand",4 wins & 18 nominations.,"$62,900,000.00",USA,05 Oct 2008,Nicholas Stoller,"Comedy, Drama, Romance","English, Hawaiian, German, Japanese",67,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_SX300.jpg,Universal Pictures,R,18 Apr 2008,True,111 min,Forgetting Sarah Marshall,movie,http://www.forgettingsarahmarshall.com/,Jason Segel,2008,tt0800039,7.2,"223,795",certified,178
11,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David",5 wins & 23 nominations.,"$79,952,254.00",USA,22 Apr 2008,Matt Reeves,"Action, Horror, Sci-Fi","English, Russian",64,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDNhNDJlNDktZDI4OC00OTE3LWI2M2UtOThkNTFkNjBjYzRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Paramount,PG-13,18 Jan 2008,True,85 min,Cloverfield,movie,http://www.cloverfieldmovie.com/,Drew Goddard,2008,tt1060277,7.0,"308,532",certified,199
12,"Amanda Seyfried, Stellan Skarsgård, Pierce Brosnan, Nancy Baldwin",Nominated for 2 Golden Globes. Another 15 wins & 24 nominations.,"$143,704,210.00","USA, UK, Germany",16 Dec 2008,Phyllida Lloyd,"Comedy, Family, Musical","English, Greek",51,The story of a bride-to-be trying to find her real father told using hit songs by the popular '70s group ABBA.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_SX300.jpg,Universal Pictures,PG-13,18 Jul 2008,True,108 min,Mamma Mia!,movie,http://www.mammamiamovie.com,"Catherine Johnson (screenplay), Catherine Johnson (musical book)",2008,tt0795421,6.3,"150,795",rotten,177
13,"Alex Fisher, Peter Clayton-Luce, Scott Speedman, Liv Tyler",1 win & 14 nominations.,"$52,500,000.00",USA,21 Oct 2008,Bryan Bertino,"Horror, Mystery, Thriller",English,47,A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxODAyODMwNV5BMl5BanBnXkFtZTcwNzk5Nzk2MQ@@._V1_SX300.jpg,Universal Pictures,R,30 May 2008,True,86 min,The Strangers,movie,http://www.thestrangers.net/,Bryan Bertino,2008,tt0482606,6.2,"95,374",rotten,151
14,"Jeff Kahn, Robert Downey Jr., Anthony Ruivivar, Jack Black",Nominated for 1 Oscar. Another 10 wins & 39 nominations.,"$110,416,702.00","USA, UK, Germany",18 Nov 2008,Ben Stiller,"Action, Comedy","English, Mandarin",71,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDE5NjQzMDkzOF5BMl5BanBnXkFtZTcwODI3ODI3MQ@@._V1_SX300.jpg,DreamWorks/Paramount Studios,R,13 Aug 2008,True,107 min,Tropic Thunder,movie,http://www.TropicThunder.com,"Justin Theroux (screenplay), Ben Stiller (screenplay), Etan Cohen (screenplay), Ben Stiller (story), Justin Theroux (story)",2008,tt0942385,7.0,"316,667",certified,234
15,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",1 win & 8 nominations.,"$134,518,390.00",USA,21 Oct 2008,Louis Leterrier,"Action, Adventure, Sci-Fi","English, Portuguese, Spanish",61,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he emerges whenever he loses his temper. However, Banner then must fight a soldier who unleashes himself as a threat stronger than he.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg,Universal Pictures,PG-13,13 Jun 2008,True,112 min,The Incredible Hulk,movie,http://www.incrediblehulk.com/,"Zak Penn (screenplay), Zak Penn (screen story)",2008,tt0800080,6.8,"336,683",fresh,222
16,"Anna Faris, Colin Hanks, Emma Stone, Kat Dennings",2 nominations.,"$48,237,389.00",USA,19 Dec 2008,Fred Wolf,"Comedy, Romance",English,55,"After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",https://images-na.ssl-images-amazon.com/images/M/MV5BODkxMDg0MjM2OF5BMl5BanBnXkFtZTcwMjc0NTU4MQ@@._V1_SX300.jpg,Sony Pictures/Columbia,PG-13,22 Aug 2008,True,97 min,The House Bunny,movie,http://www.thehousebunny.com/,"Karen McCullah, Kirsten Smith",2008,tt0852713,5.5,"65,814",rotten,122
17,"Seth Rogen, James Franco, Danny McBride, Kevin Corrigan",Nominated for 1 Golden Globe. Another 2 wins & 13 nominations.,N/A,USA,25 Mar 2008,David Gordon Green,"Action, Comedy, Crime","English, Cantonese, Korean",64,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTE4NzAwM15BMl5BanBnXkFtZTcwNzg3Mjg2MQ@@._V1_SX300.jpg,N/A,R,06 Aug 2008,True,111 min,Pineapple Express,movie,N/A,"Seth Rogen (screenplay), Evan Goldberg (screenplay), Judd Apatow (story), Seth Rogen (story), Evan Goldberg (story)",2008,tt0910936,7.0,"263,982",N/A,N/A
18,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",2 wins & 12 nominations.,"$152,595,674.00",USA,23 Sep 2008,Michael Patrick King,"Comedy, Drama, Romance",English,53,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMzYxMjM3OF5BMl5BanBnXkFtZTcwNjg2OTA3MQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,30 May 2008,True,145 min,Sex and the City,movie,http://www.sexandthecitymovie.com/,"Michael Patrick King, Candace Bushnell (book), Darren Star (television series creator)",2008,tt1000774,5.5,"101,283",rotten,174
19,"Asa Butterfield, Zac Mattoon O'Brien, Domonkos Németh, Henry Kingsmill",7 wins & 7 nominations.,"$9,030,581.00","UK, USA",10 Mar 2009,Mark Herman,"Drama, War",English,55,"Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTc3MjA5NF5BMl5BanBnXkFtZTcwOTk3MDE5MQ@@._V1_SX300.jpg,Miramax,PG-13,26 Nov 2008,True,94 min,The Boy in the Striped Pajamas,movie,http://www.miramax.com/movie/the-boy-in-the-striped-pajamas,"John Boyne (novel), Mark Herman (screenplay)",2008,tt0914798,7.8,"140,281",fresh,134
20,"Kate Winslet, Leonardo DiCaprio, Christopher Fitzgerald, Jonathan Roumie",Nominated for 3 Oscars. Another 19 wins & 62 nominations.,"$22,877,808.00","USA, UK",02 Jun 2009,Sam Mendes,"Drama, Romance",English,69,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_SX300.jpg,Paramount Vantage,R,23 Jan 2009,True,119 min,Revolutionary Road,movie,http://www.revolutionaryroadmovie.com,"Justin Haythe (screenplay), Richard Yates (novel)",2008,tt0959337,7.3,"157,581",fresh,204
21,"Ralph Fiennes, David Kross, Jeanette Hain, Kate Winslet",Won 1 Oscar. Another 24 wins & 47 nominations.,"$34,111,418.00","USA, Germany",14 Apr 2009,Stephen Daldry,"Drama, Romance","English, German, Greek, Latin",58,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg,The Weinstein Co./MGM,R,30 Jan 2009,True,124 min,The Reader,movie,http://www.thereader-movie.com/,"David Hare (screenplay), Bernhard Schlink (book)",2008,tt0976051,7.6,"195,394",fresh,192
22,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy",5 wins & 6 nominations.,"$69,951,824.00",USA,31 Mar 2009,Gabriele Muccino,"Drama, Romance","English, Spanish",36,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NzY0MTY5OF5BMl5BanBnXkFtZTcwODY3MDEwMg@@._V1_SX300.jpg,Sony Pictures,PG-13,19 Dec 2008,True,123 min,Seven Pounds,movie,http://www.sevenpounds.com/,Grant Nieporte,2008,tt0814314,7.7,"240,863",rotten,187
23,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",Nominated for 2 BAFTA Film Awards. Another 4 wins & 29 nominations.,"$168,400,000.00","UK, USA",24 Mar 2009,Marc Forster,"Action, Adventure","English, Spanish, Italian, French, Swiss German, German",58,"James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MjI4MDI5MF5BMl5BanBnXkFtZTcwODkwNjk3MQ@@._V1_SX300.jpg,Sony/MGM,PG-13,14 Nov 2008,True,106 min,Quantum of Solace,movie,http://www.007.com/,"Paul Haggis, Neal Purvis, Robert Wade",2008,tt0830515,6.6,"342,650",fresh,280
24,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna",Won 2 Oscars. Another 57 wins & 137 nominations.,"$31,716,847.00",USA,10 Mar 2009,Gus Van Sant,"Biography, Drama, History",English,84,"The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg,Focus Features,R,30 Jan 2009,True,128 min,Milk,movie,http://www.filminfocus.com/focusfeatures/film/milk/,Dustin Lance Black,2008,tt1013753,7.6,"140,899",certified,229
25,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her",Nominated for 1 Golden Globe. Another 20 wins & 17 nominations.,"$148,055,047.00","USA, Germany",09 Jun 2009,Clint Eastwood,Drama,"English, Hmong",72,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg,Warner Bros. Pictures/Village Roadshow,R,09 Jan 2009,True,116 min,Gran Torino,movie,http://www.thegrantorino.com/,"Nick Schenk (screenplay), Dave Johannson (story), Nick Schenk (story)",2008,tt1205489,8.2,"584,130",certified,224
26,"James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp",Nominated for 2 Oscars. Another 3 wins & 20 nominations.,"$134,294,280.00","USA, Germany",02 Dec 2008,Timur Bekmambetov,"Action, Crime, Fantasy",English,64,"A frustrated office worker learns that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_SX300.jpg,Universal Pictures,R,27 Jun 2008,True,110 min,Wanted,movie,http://www.wantedmovie.com/,"Michael Brandt (screenplay), Derek Haas (screenplay), Chris Morgan (screenplay), Michael Brandt (story), Derek Haas (story), Mark Millar (comic book series), J.G. Jones (comic book series)",2008,tt0493464,6.7,"308,107",certified,200
27,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos",Nominated for 1 Oscar. Another 2 wins & 4 nominations.,"$28,622,873.00",USA,02 Jun 2009,Edward Zwick,"Action, Drama, History","English, German, Russian",58,"Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters and endeavor to build a village in order to protect themselves and about 1,000 Jewish non-combatants.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzODIzMTE3Ml5BMl5BanBnXkFtZTcwNDU1MjQzMg@@._V1_SX300.jpg,Paramount Vantage,R,16 Jan 2009,True,137 min,Defiance,movie,http://www.defiancemovie.com/,"Clayton Frohman (screenplay), Edward Zwick (screenplay), Nechama Tec (book)",2008,tt1034303,7.2,"119,913",rotten,178
28,"Elizabeth Banks, Seth Rogen, Craig Robinson, Gerry Bednob",2 wins & 4 nominations.,"$31,382,624.00",USA,03 Feb 2009,Kevin Smith,"Comedy, Romance",English,56,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",https://images-na.ssl-images-amazon.com/images/M/MV5BY2I1N2Y0ODEtNzZmZS00NzBjLWFkZjEtMTVkOTY1Y2UzZGE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,The Weinstein Company,R,31 Oct 2008,True,101 min,Zack and Miri Make a Porno,movie,http://zackandmiri.com/,Kevin Smith,2008,tt1007028,6.6,"152,896",fresh,192
29,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez",3 wins & 9 nominations.,"$64,500,000.00","USA, India",07 Oct 2008,M. Night Shyamalan,"Sci-Fi, Thriller","English, French",34,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MjcwNjI0MF5BMl5BanBnXkFtZTcwMjM4NjM3MQ@@._V1_SX300.jpg,20th Century Fox,R,13 Jun 2008,True,91 min,The Happening,movie,http://www.thehappeningmovie.com/,M. Night Shyamalan,2008,tt0949731,5.0,"167,339",rotten,174
30,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",Won 1 Oscar. Another 86 wins & 85 nominations.,"$223,749,872.00",USA,18 Nov 2008,Andrew Stanton,"Animation, Adventure, Family",English,94,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_SX300.jpg,Walt Disney Pictures,G,27 Jun 2008,True,98 min,WALL·E,movie,http://www.wall-e.com/,"Andrew Stanton (original story by), Pete Docter (original story by), Andrew Stanton (screenplay), Jim Reardon (screenplay)",2008,tt0910970,8.4,"758,265",certified,244
31,"Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby",1 win & 1 nomination.,"$32,000,000.00","Germany, UK, USA, France",24 Jun 2008,Adam Brooks,"Comedy, Drama, Romance",English,59,A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1Mzc1ODMxMF5BMl5BanBnXkFtZTcwNDY1MzU1MQ@@._V1_SX300.jpg,Universal Pictures,PG-13,14 Feb 2008,True,112 min,"Definitely, Maybe",movie,http://www.definitelymaybemovie.com,Adam Brooks,2008,tt0832266,7.2,"131,350",certified,144
32,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf",Nominated for 1 BAFTA Film Award. Another 10 wins & 34 nominations.,"$316,957,122.00",USA,14 Oct 2008,Steven Spielberg,"Action, Adventure, Fantasy","English, German, Russian",65,"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_SX300.jpg,Paramount Pictures,PG-13,22 May 2008,True,122 min,Indiana Jones and the Kingdom of the Crystal Skull,movie,http://www.indianajones.com/,"David Koepp (screenplay), George Lucas (story), Jeff Nathanson (story), George Lucas (characters), Philip Kaufman (characters)",2008,tt0367882,6.2,"345,572",certified,259
33,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",4 wins & 11 nominations.,"$227,946,274.00",USA,25 Nov 2008,Peter Berg,"Action, Crime, Drama","English, Japanese",49,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when one person he saves helps him improve his public image.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX300.jpg,Columbia Pictures,PG-13,02 Jul 2008,True,92 min,Hancock,movie,http://www.sonypictures.com/movies/hancock/,"Vincent Ngo, Vince Gilligan",2008,tt0448157,6.4,"358,454",rotten,218
34,"Elizabeth Berrington, Rudy Blomme, Olivier Bonjour, Mark Donovan",Nominated for 1 Oscar. Another 22 wins & 51 nominations.,"$7,550,836.00","UK, USA",24 Jun 2008,Martin McDonagh,"Comedy, Crime, Drama",English,67,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4OTYxODg4MV5BMl5BanBnXkFtZTcwMDcyNzM2MQ@@._V1_SX300.jpg,Focus Features,R,29 Feb 2008,True,107 min,In Bruges,movie,http://www.filminfocus.com/inbruges,Martin McDonagh,2008,tt0780536,8.0,"318,125",certified,185
35,"Hayden Christensen, Jamie Bell, Rachel Bilson, Diane Lane",2 wins & 4 nominations.,"$80,055,499.00","USA, Canada",10 Jun 2008,Doug Liman,"Action, Adventure, Sci-Fi","English, Italian, Japanese, Mandarin",35,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_SX300.jpg,20th Century Fox,PG-13,14 Feb 2008,True,88 min,Jumper,movie,http://www.jumperthemovie.com,"David S. Goyer (screenplay), Jim Uhls (screenplay), Simon Kinberg (screenplay), Steven Gould (novel)",2008,tt0489099,6.1,"249,394",rotten,164
36,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis",Nominated for 2 Oscars. Another 56 wins & 83 nominations.,"$26,136,413.00","USA, France",21 Apr 2009,Darren Aronofsky,"Drama, Sport",English,81,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_SX300.jpg,Fox Searchlight Pictures,R,30 Jan 2009,True,109 min,The Wrestler,movie,http://www.thewrestlermovie.com/index.html,Robert D. Siegel,2008,tt1125849,7.9,"257,131",certified,220
37,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",5 nominations.,"$70,158,206.00",USA,17 Jun 2008,Andy Tennant,"Action, Adventure, Comedy",English,29,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTQ2MDY4OF5BMl5BanBnXkFtZTcwOTAzMjU1MQ@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,08 Feb 2008,True,112 min,Fool's Gold,movie,http://www.foolsgoldmovie.com/,"John Claflin (screenplay), Daniel Zelman (screenplay), Andy Tennant (screenplay), John Claflin (story), Daniel Zelman (story)",2008,tt0770752,5.7,"61,705",rotten,143
